x(nm),y(nm),z(nm),cluster label (-1 is noise)
12478.19,22701.22,116.5783,5
12468.89,22675.39,191.7455,-1
12461.04,22733.71,31.48287,-1
12465.82,22736.61,65.214,4
12459.38,22734.29,64.31496,4
12526.82,22767.03,112.5926,-1
12516.49,22766.51,70.38045,1
12518.88,22766.5,95.95803,7
12524.27,22764.14,103.3458,7
12520.31,22767.48,68.79637,1
12521.06,22767.95,98.91937,7
12520.78,22762.95,67.8027,1
12510.73,22743.06,56.28267,-1
12463.8,22734.81,33.82887,-1
12464.73,22737.05,41.14521,4
12466.63,22734.88,28.80858,-1
12462.65,22738.15,71.41958,4
12465.53,22732.21,52.73806,4
12463.57,22731.73,68.69133,4
12462.37,22730.9,81.90028,4
12486.41,22753.47,72.28031,2
12487.14,22749.44,78.61674,2
12487.38,22757.12,75.54762,2
12481.21,22750.68,93.98009,2
12484.76,22756.96,104.9437,3
12476.89,22752.58,71.40129,2
12509.95,22768.79,159.3681,-1
12514.15,22764.74,85.15106,-1
12522.14,22765.89,130.2177,-1
12522.51,22756.67,62.94336,-1
12518.36,22771.13,97.53114,7
12520.1,22756.43,91.76998,-1
12514.64,22773,108.7269,-1
12523.62,22764.86,98.1244,7
12522.1,22763.5,95.55655,7
12469.19,22746.23,72.72813,-1
12463.86,22743.21,57.85201,4
12477.83,22703.12,120.0719,5
12472.03,22707.42,132.4863,-1
12482,22695.29,112.1804,-1
12480.83,22702.38,117.5452,5
12486.4,22705.09,84.38717,-1
12485.57,22702.92,91.33241,-1
12469.48,22704.96,51.14781,-1
12473.89,22684.32,34.89059,-1
12488.69,22807.65,95.95435,-1
12477.58,22703.54,108.368,5
12471.91,22700.53,110.4744,5
12477.7,22701.31,98.42745,5
12481.14,22702.31,143.3625,-1
12475.54,22703.36,150.4599,-1
12477.02,22752.15,83.50359,2
12480.37,22756.34,132.7015,-1
12478.11,22755.82,68.88132,2
12477.97,22753.44,95.99841,2
12476.42,22752.93,86.46256,2
12467.27,22732.67,65.9131,4
12463.76,22734.81,75.74995,4
12463.93,22736.99,89.35363,-1
12470.65,22742.25,15.81858,-1
12462.22,22736.74,76.05383,4
12451.82,22715.43,49.92819,-1
12461.51,22733.41,55.87892,4
12460.59,22734,75.92522,4
12459.43,22731.53,67.994,4
12461.68,22739.19,79.16978,4
12491.15,22790.93,77.16898,-1
12460.88,22734.71,78.45004,4
12486.78,22751.73,100.8561,-1
12481.59,22756.74,71.91718,2
12511.83,22772.74,42.85327,-1
12467.7,22707.51,77.57852,-1
12468.62,22704.76,86.33701,6
12472.88,22705.18,109.4401,5
12462.94,22701.01,132.8491,-1
12485.02,22754.35,79.94738,2
12462.59,22738.64,76.18227,4
12466.62,22741.43,82.19411,4
12481.91,22795.29,80.58671,-1
12479.79,22798.28,38.09738,-1
12477.37,22792.89,133.1208,-1
12473.15,22729.59,65.29564,-1
12472.89,22738.99,40.91409,-1
12469.22,22738.25,73.48554,4
12468.67,22736.23,74.32187,4
12471.73,22743.55,64.76395,4
12470.31,22738.81,62.83809,4
12473.5,22732.96,74.13409,4
12479.28,22758.65,75.37134,2
12475.5,22750.35,73.25171,2
12478.44,22718.98,127.5065,-1
12473.57,22702.77,123.9269,5
12474.6,22706.11,144.0719,-1
12469.66,22706.16,156.465,-1
12477.03,22706.64,117.1752,5
12475.25,22744.92,36.65028,-1
12449.85,22721.74,59.8088,-1
12466.42,22737.47,66.58658,4
12463.65,22733.43,68.03236,4
12460.83,22759.21,109.8877,-1
12480.38,22736.69,62.07962,-1
12472.88,22772.02,106.3322,-1
12478.03,22750.03,121.5745,-1
12456.27,22733.85,92.08527,-1
12512.34,22770.43,110.765,-1
12511.02,22767.96,93.21973,-1
12511.63,22764.24,108.5451,-1
12518.81,22771.74,52.3474,-1
12455.92,22713.61,223.1477,-1
12461.91,22723.89,195.7657,-1
12499.26,22758.65,161.1602,-1
12480.7,22758.82,120.3221,-1
12470.29,22766.77,84.90605,-1
12504.33,22766.9,86.48172,-1
12510.86,22768.85,71.20162,-1
12507.86,22772.93,106.4534,-1
12485.27,22752.61,65.14745,2
12484.27,22752.62,63.77741,2
12471.3,22724.96,51.27493,-1
12473.2,22729.09,44.14193,-1
12473.49,22724.59,41.89351,-1
12470.68,22725.86,41.78878,-1
12469.57,22725.8,56.62834,4
12469.55,22728.78,36.17681,-1
12470.44,22726.14,64.18784,-1
12469.12,22731.5,56.13066,4
12469.96,22733.99,54.47777,4
12461.99,22731.98,59.06686,4
12469.85,22677.02,56.90273,-1
12462.27,22673.6,79.18049,-1
12469.12,22703.77,160.384,-1
12465.35,22708.89,103.1962,-1
12477.01,22782.15,117.6104,-1
12477.12,22759.42,129.9792,-1
12476.95,22757.27,155.3897,-1
12474.48,22753.65,103.4742,-1
12479.53,22761.69,71.71155,2
12478.49,22761.9,104.4261,3
12463,22734.29,69.73434,4
12460.76,22738.73,52.38024,4
12467.22,22731.98,86.87772,-1
12466.02,22728.7,74.09099,4
12462.61,22729.42,73.47443,4
12456.1,22740.76,59.99113,4
12469.34,22691.99,63.15534,-1
12472.32,22702.25,146.5006,-1
12466.76,22709.87,110.4283,-1
12447.79,22729.29,148.4986,-1
12528.65,22759.89,57.20589,-1
12479.84,22752.52,99.56821,2
12472.51,22766.35,146.6153,-1
12474.21,22700.86,121.839,5
12475.65,22700.21,86.36269,6
12477.79,22695.76,140.4813,-1
12466.15,22703.35,141.111,-1
12465.48,22730.42,65.91374,4
12471.57,22736.58,47.7826,-1
12472.85,22730.7,59.43712,4
12468.59,22726.24,15.27466,-1
12465.35,22739.74,90.92122,-1
12515.04,22768.52,76.07211,1
12513.78,22765.87,102.0623,7
12503.64,22767.25,160.9757,-1
12512.64,22766.15,91.99773,7
12507.95,22772.15,92.46952,-1
12516.57,22778.5,31.81038,-1
12445.52,22719.39,123.9255,-1
12498.89,22766.13,24.53741,-1
12465.31,22709.39,59.38297,-1
12479.02,22771.4,62.69287,-1
12478.39,22757.76,114.164,-1
12511.72,22762.81,105.4656,7
12510.96,22758.44,77.09383,-1
12457.63,22734.78,105.1425,-1
12464.16,22729.83,59.13115,4
12462.19,22729.81,94.68477,-1
12460.04,22735.81,109.0391,-1
12458.35,22735.77,91.65771,-1
12521.72,22771.9,167.8284,-1
12471.19,22708.83,162.3748,-1
12471.95,22705.35,125.022,5
12480.75,22737.96,126.4472,-1
12519.34,22757.77,153.9929,-1
12521.55,22763.47,85.87147,7
12517.13,22764.75,125.5562,-1
12467.96,22706.5,129.6448,-1
12476.18,22697.21,135.0972,-1
12469.99,22751.63,66.60973,-1
12478.37,22703.62,142.3011,-1
12456.79,22738.02,37.36122,-1
12442.46,22760.35,142.9132,-1
12461.48,22731.8,77.41609,4
12476.71,22714.92,148.694,-1
12475.57,22702.25,106.8942,5
12468.29,22703.07,142.4861,-1
12469.96,22720.36,134.9653,-1
12512.54,22771.04,149.7884,-1
12511.96,22763.76,121.8401,-1
12512.77,22763.91,100.6974,7
12504.44,22770.83,145.4426,-1
