x(nm),y(nm),z(nm),cluster label (-1 is noise)
25598.29,22397.39,-30.6884,4
25587.11,22398.05,-17.62871,4
25591.42,22400.94,-16.85601,4
25531,22436.96,-20.34016,2
25551.88,22379.96,33.75318,11
25559.09,22371.13,15.0001,4
25551.34,22359.87,11.3138,-1
25547.95,22357.1,35.05088,-1
25521.8,22433.2,-3.008797,2
25530.4,22445.36,-30.14275,-1
25515.81,22433.36,-27.7878,2
25600.61,22398.86,-26.66816,4
25550.82,22351.54,-5.587967,3
25542.44,22359.79,-3.482219,3
25553.15,22362.47,-6.955982,3
25546.39,22359.94,-13.50139,3
25493.82,22445.77,-56.88733,-1
25506.55,22450.07,-26.67605,2
25507.27,22449.16,-12.86933,2
25509.25,22448.71,-17.40718,2
25506.78,22447.47,-7.609315,2
25510.56,22452.12,-12.20686,2
25576.06,22391.33,9.519972,4
25583.41,22397.1,-23.39482,4
25584.58,22393.63,-24.09347,4
25520.12,22430.43,-14.59798,2
25522.71,22436.32,-17.21449,2
25522,22435.6,11.05996,2
25521.55,22428.93,-16.99731,2
25518.7,22432.2,-8.529465,2
25517.4,22434.87,-4.867362,2
25583.17,22393.12,26.71079,-1
25581.66,22399.81,-16.31251,4
25583.25,22396.05,-8.974058,4
25580.49,22403.86,13.76929,4
25512.12,22432.52,-75.48003,-1
25517.38,22431.28,12.63031,2
25521.2,22434.91,-3.341436,2
25548.41,22360.85,-5.560363,3
25554.96,22367.22,0.1466683,3
25518.54,22433.81,-18.89902,2
25519.17,22433,-13.81196,2
25517.04,22431.97,-1.792068,2
25507.78,22425.53,-0.8770657,-1
25575.04,22393.58,-3.496246,-1
25577.8,22400.79,-21.91705,4
25553.3,22376.62,44.83152,11
25527.15,22439.54,-5.879067,2
25517.54,22430.07,0.6183737,2
25513.35,22426.78,-7.933517,2
25520.92,22390,-191.5813,-1
25469.16,22426.44,-70.97933,-1
25473.53,22425.48,-84.72596,-1
25487.38,22416.23,-85.37173,-1
25512.83,22440.93,17.72774,-1
25549.18,22417.18,1.326913,7
25544.26,22374.71,-27.30278,-1
25554.11,22373.78,12.00286,4
25569.5,22343.61,176.6523,-1
25575.88,22339.49,148.6083,-1
25560.44,22378.43,23.45655,12
25559.16,22370.51,18.86075,4
25508.3,22437.15,-7.721693,-1
25528.09,22423.47,6.254249,-1
25541.15,22415.95,13.88388,5
25522.56,22430.2,1.190895,2
25583.6,22389.8,-0.9752683,4
25582.32,22396.28,8.226563,4
25585.23,22397.28,5.807927,4
25579.82,22400.12,11.22885,4
25580.44,22398.84,-1.777214,4
25578.75,22396.36,6.785226,4
25535.86,22403.15,-21.01626,1
25532.6,22401.06,-8.239152,1
25528.79,22397.95,5.842736,-1
25551.71,22362.12,-14.56522,3
25549.25,22363.62,-6.398581,3
25545.41,22366.02,-23.63346,3
25581.27,22405.66,-2.878236,4
25586.22,22399.93,-35.07439,4
25581.35,22399.39,-0.7454261,4
25582.49,22394.92,0.51261,4
25582.53,22397.75,1.521639,4
25550.36,22372.11,17.11434,4
25511.46,22454.31,1.47719,2
25485.07,22425.16,-31.40053,6
25543.59,22358.18,0.9307862,3
25554.25,22363.69,-20.76802,3
25571.71,22400.88,2.866198,-1
25586.57,22394.63,-2.03751,4
25580.7,22396.23,6.118294,4
25582.24,22393.89,-14.52106,4
25512.62,22447.86,-8.072154,2
25510.3,22450.37,-37.80342,-1
25515.77,22432.02,22.83007,2
25519.2,22433.08,-15.75799,2
25520.79,22435.18,11.64725,2
25518.23,22426.72,4.484879,2
25521.29,22427.65,-1.520145,2
25523.28,22427.59,-22.93166,2
25588.16,22396.15,19.13087,4
25522.37,22438.2,-5.150979,2
25477.6,22428.58,-29.82228,6
25553.49,22379.08,6.934982,4
25556.54,22375.77,26.93,12
25539.95,22372.46,18.05118,-1
25555.79,22380.16,38.00051,11
25584.75,22383.19,26.26787,4
25580.88,22400.45,-8.129294,4
25528.42,22425.21,-24.81109,2
25514.69,22434.1,-6.539197,2
25513.58,22436.65,-16.47522,2
25551.31,22357.05,-11.83464,3
25552.12,22361.94,-11.50443,3
25548.99,22361.25,-2.227068,3
25546.04,22359.59,-6.183041,3
25521.42,22431.71,26.00661,2
25545.28,22365.21,-9.725696,3
25513.75,22455.4,14.70467,-1
25539.26,22413.39,8.755446,5
25584.82,22398.05,-1.272744,4
25586.63,22397.55,-4.608623,4
25580.68,22383.76,38.75537,-1
25549.18,22366.08,-21.02729,3
25547.42,22363.37,-4.169814,3
25478.7,22436.32,-26.89032,6
25546.56,22361.83,-13.26839,3
25553.19,22358.33,24.86329,-1
25575.62,22397.95,-11.29384,4
25588.19,22399.42,-5.772472,4
25582.98,22399.37,-1.833031,4
25546.97,22354.77,-6.67869,3
25511.32,22434.25,21.99924,2
25517.59,22429.22,3.701895,2
25522.2,22426.97,-5.318604,2
25552.48,22361.53,0.7362937,3
25552.48,22359.55,6.948467,3
25547.08,22365.37,3.700773,3
25547.65,22365.78,-3.689553,3
25546.74,22361.53,-5.877838,3
25547.56,22363.18,-8.151341,3
25586.71,22400.76,-4.977693,4
25522.11,22430.44,22.7442,2
25580.66,22398,11.25473,4
25583.68,22398.88,-19.78346,4
25554.55,22360.99,47.94122,-1
25519.81,22431.53,-27.20312,2
25582.34,22390.96,-7.189791,4
25573.17,22395.02,-34.85109,-1
25504.48,22438.65,-4.504148,-1
25575.55,22393.34,25.15424,4
25571.14,22395.31,5.662132,-1
25541.78,22357.87,-19.50714,3
25543.36,22364.09,-18.04907,3
25521.79,22434.83,-10.26683,2
25529.8,22404.45,-16.5238,1
25549.02,22358.59,-18.78401,3
25541.66,22366.49,-27.08839,3
25525.58,22428.45,-22.77735,2
25590.87,22389.94,0.07051942,4
25588.79,22397.44,-8.986056,4
25525.83,22427.29,22.73871,2
25566.34,22383.45,21.96855,4
25556.67,22375.53,34.72487,11
25557.16,22368.03,33.00771,11
25553.95,22377.77,38.03633,11
25523.44,22432.89,-19.75201,2
25523.56,22435.13,-4.104796,2
25522.26,22431.2,-10.06264,2
25532.23,22407.72,20.96075,-1
25533.91,22402.44,13.60133,-1
25517.08,22433.39,1.86252,2
25528.18,22433.02,-5.697787,2
25516.12,22427.05,-14.05303,2
25519.79,22432.74,-3.817959,2
25519.63,22430.53,6.599993,2
25526.34,22433.43,-1.519241,2
25586.2,22387.28,-25.37539,4
25590.45,22394.37,-1.208136,4
25588.52,22394.74,19.08071,4
25534.2,22429.99,-6.707943,2
25522.44,22435.75,-0.161803,2
25581.14,22403.06,-36.08412,4
25562.82,22374.12,35.56037,11
25554.57,22362.21,-10.59983,3
25593.77,22405.75,23.73166,-1
25585.35,22403.88,5.05077,4
25545.42,22378.34,21.19376,-1
25555.64,22374.57,0.4285011,4
25554.86,22380.53,11.51904,4
25579.7,22392.03,41.41901,-1
25586.53,22391.69,11.1555,4
25508.46,22442.97,10.54673,-1
25509.91,22445.78,-36.01051,2
25511.71,22448.22,-8.975102,2
25510.15,22448.31,-19.85684,2
25529.05,22396.04,-7.832491,1
25526.78,22399.83,6.525672,-1
25561.43,22378.94,8.264994,4
25557.14,22378.1,9.13127,4
25555.91,22369.73,7.678544,4
25559.08,22379.59,42.57716,11
25516.73,22429.21,-4.281198,2
25521.79,22420.44,-7.628785,2
25477.84,22429.52,-29.24673,6
25478.92,22431.8,-38.83188,6
25469.48,22433.9,-59.36891,-1
25471.46,22430.47,-74.12121,-1
25473.77,22426.46,-72.49928,-1
25478.56,22430.43,-27.11349,6
25480.58,22432.07,-26.26931,6
25481.03,22434.89,-15.50215,6
25482.85,22436.99,-17.12084,6
25484.89,22438.27,-35.47535,6
25480.15,22434.2,-20.61294,6
25549.27,22355.85,-24.81599,3
25551.56,22353.12,-26.8671,3
25521.68,22429.43,-7.042595,2
25505.1,22434.18,-29.20164,-1
25524.84,22434,-4.203672,2
25588.4,22399.7,1.313231,4
25554.66,22369.82,67.98484,-1
25586.43,22402.52,7.126077,4
25586.32,22401.06,-2.363308,4
25591.19,22397.45,-16.0857,4
25487.62,22430.92,-30.76822,6
25479.55,22429.39,-40.52984,6
25473.49,22432.15,-23.52698,6
25478.14,22429.36,-14.19091,6
25536.74,22340.85,196.3841,-1
25523.52,22435.76,-10.25716,2
25514.55,22446.19,-8.981947,2
25509.23,22450.93,-1.547819,2
25549.12,22378.97,11.82275,4
25483.24,22431.12,-25.22485,6
25494.19,22436.96,-29.27719,-1
25544.78,22372.27,2.812501,-1
25468.02,22444.24,-184.0329,-1
25474.99,22445.93,-173.8163,-1
25509.15,22450.63,-28.32264,2
25589.77,22389.85,-8.682317,4
25509.84,22436.81,-13.3134,2
25516.41,22429.35,-0.06991003,2
25518.12,22429.45,-6.29016,2
25533.72,22429.05,-10.98019,2
25510.58,22450.08,-8.990316,2
25595.34,22444.38,188.6574,-1
25568.11,22391.6,-46.87959,-1
25580.2,22397.82,-15.96809,4
25581.79,22398.7,-0.5447336,4
25476.77,22429.54,-13.55921,6
25473.72,22431.42,-22.57224,6
25542.96,22420.99,-0.2024066,-1
25500.37,22450.02,-6.89116,2
25505.35,22449.97,-27.09956,2
25567.7,22375.93,15.68733,4
25585.92,22399.43,-27.05284,4
25528.64,22422.27,-50.50792,-1
25581.47,22401.25,23.55962,-1
25553.55,22462.57,-10.49884,-1
25519.61,22431.11,2.601001,2
25501.88,22452.46,33.99849,-1
25476.57,22438.74,-13.59551,6
25480.88,22433.05,-21.70664,6
25472.12,22433.63,-39.1142,-1
25474.75,22432.56,-27.72825,6
25526.31,22438.5,24.16683,-1
25524.78,22436.55,12.94597,2
25522.38,22426.27,-12.21304,2
25507.09,22454.62,-7.545973,2
25506.53,22449.43,-31.74764,2
25517.18,22447.89,2.122349,2
25584.86,22394.27,15.60985,4
25588.85,22401.03,5.169939,4
25588.66,22393.62,8.085275,4
25537.82,22394.63,14.06811,-1
25533.35,22403,-16.67078,1
25526.38,22407.07,-8.614723,-1
25585.98,22398.4,-10.22155,4
25585.72,22396.12,20.54642,4
25582.63,22397.67,-12.45549,4
25584.04,22398.94,-9.665968,4
25584.67,22401.54,-21.32612,4
25581.72,22401.24,-37.27829,4
25586.4,22403.43,2.176268,4
25586.86,22403.1,-18.70728,4
25521.11,22429.3,5.840815,2
25506.34,22483.5,0.6666676,-1
25507.65,22478.74,-8.47493,-1
25506.86,22478.4,-5.404241,-1
25514.61,22478.43,-16.29593,-1
25504.66,22473.53,-16.8024,-1
25507.85,22478.63,-19.73374,-1
25515.59,22448.43,8.952886,2
25522.91,22434.64,-5.144132,2
25515.77,22432.1,-20.28732,2
25592.07,22400.59,26.76544,-1
25501.79,22448.26,25.87653,-1
25479.15,22434.41,-23.40365,6
25480.01,22431.81,-3.44506,-1
25478.46,22433.45,-12.18516,6
25562.82,22378.36,28.45525,12
25520.19,22441.32,-2.702243,2
25524.23,22433.73,18.53906,2
25470.43,22433.23,-20.17167,6
25475.29,22436.53,-28.9804,6
25467.12,22446.34,-28.96173,-1
25528.45,22459.04,-165.9257,-1
25591.37,22404.29,-7.056643,4
25516.66,22433.85,29.90886,2
25588.64,22399.14,19.01662,4
25587.16,22404.1,-9.134132,4
25582.67,22396.08,1.305819,4
25587.22,22405.07,1.184487,4
25508.14,22449.79,-3.720817,2
25524.86,22435.38,-1.37736,2
25522.77,22431.64,-4.647439,2
25524.76,22438.33,32.82792,-1
25520.11,22430.51,-10.57253,2
25510.88,22434.51,-51.76908,-1
25516.32,22447.58,1.13343,2
25557.08,22388.38,33.95723,-1
25524.3,22430.61,10.43374,2
25550.93,22377.83,45.25257,11
25474.03,22434.9,-28.93758,6
25558.47,22369.68,35.76531,11
25520.17,22427,26.47581,2
25582.09,22400.7,-16.39138,4
25526.05,22427.1,-0.8847196,2
25558.54,22370.01,33.28405,11
25558.94,22379.78,73.37516,-1
25521,22431.91,-6.441729,2
25522.17,22425.86,-11.73371,2
25523.4,22434.05,6.240211,2
25524.81,22434.54,-6.222692,2
25522.17,22433.04,-7.009219,2
25586.27,22393.22,29.5689,-1
25587.11,22398.27,19.27658,4
25557.07,22381.44,31.90085,11
25486.96,22435.44,-12.44872,6
25523.81,22433.03,-11.81247,2
25528.53,22428.11,-25.98691,2
25517.42,22448.75,2.260057,2
25511.84,22454.21,2.844498,2
25585.1,22401.45,-2.084437,4
25588.28,22402.07,10.41641,4
25585.45,22397.8,-0.3453664,4
25585.33,22399.52,-0.6512274,4
25561.6,22376.15,14.66333,4
25561.66,22385.32,6.728888,4
25555.32,22380,5.356142,4
25527.8,22444.28,17.58927,-1
25510.8,22447.85,23.87753,-1
25514.24,22455.36,-2.622504,2
25507.96,22442.57,26.38078,-1
25524.33,22435.41,0.2702799,2
25524.95,22432.4,-29.82102,2
25533.84,22406.97,-8.72295,1
25563.08,22381.01,-0.3681652,4
25588.82,22402.96,-3.548414,4
25592.44,22396.25,17.99291,4
25587.64,22398.98,13.96664,4
25590.35,22398.93,11.32,4
25595.45,22391.25,-14.23794,4
25476.31,22430.12,-34.65923,6
25583.27,22456.84,181.134,-1
25541.95,22453.68,-18.59106,-1
25519.85,22432.89,-9.771711,2
25523.71,22432.43,7.305866,2
25522.74,22434.54,3.353331,2
25593.2,22400.79,9.991947,4
25528.87,22441.51,-10.42989,2
25567.74,22377.91,11.09848,4
25591.28,22402.92,-6.474847,4
25589.46,22401.19,4.278499,4
25590.27,22396.49,-30.71767,4
25526.33,22430.19,8.456532,2
25566.54,22382.51,37.06759,-1
25522.47,22422.78,-13.07495,2
25521.63,22431.59,19.53795,2
25552.99,22376.37,25.63026,12
25549.2,22384.44,31.09468,11
25480.27,22440.3,-16.05893,6
25478.76,22435.94,-20.89956,6
25485.56,22431.92,-35.12431,6
25479.61,22438.6,-16.9016,6
25557.98,22382.25,16.54678,4
25587.41,22396.68,35.23667,-1
25569.54,22384.5,16.93695,4
25557.87,22379.72,2.915558,4
25537.72,22399.1,1.577956,-1
25531.66,22402.57,-11.89872,1
25476.28,22441.54,-31.90807,6
25590.94,22400.42,-11.76076,4
25596.58,22401.36,-11.53327,4
25481.31,22425.02,-16.14092,6
25482.09,22437.13,-34.69554,6
25482.27,22432.46,-29.56437,6
