x(nm),y(nm),z(nm),cluster label (-1 is noise)
15169.86,14931.5,-23.4447,6
15156.63,14926.31,13.44192,-1
15251.15,15004.03,63.7906,-1
15151.49,14965.85,-2.998828,9
15238.08,15008.7,0.6959029,1
15239.41,15001.18,-22.43107,1
15238.1,15005.91,0.1912517,1
15230.66,15003.8,3.805297,1
15240.65,14987.89,-8.019169,1
15246.29,15004.44,-2.237076,1
15229.71,15007.56,-6.449324,1
15227.36,14975.81,-72.96693,-1
15226.32,14995.81,15.73672,-1
15232.3,15004.68,19.49475,1
15193.35,14975.92,10.76826,7
15193.61,14975.81,-2.059258,7
15157.06,14928.09,-36.01602,5
15154.9,14915.56,-20.71856,-1
15170.11,14958.73,7.583214,3
15175.13,14961.6,8.510516,3
15174.17,14958.32,-9.175638,3
15176.1,14962.86,1.602144,3
15171.18,14959.31,-9.64471,3
15224.44,14990.56,-13.46235,-1
15182.39,14963.56,93.43481,-1
15191.45,14977.7,0.3956473,7
15236.34,14979.68,-54.52733,-1
15154.89,14961.01,-14.94147,9
15256.27,15005.94,-39.37862,-1
15165.73,14957.28,-3.259085,3
15235.73,15001.34,25.32198,-1
15213.36,14982.56,-15.29873,2
15212.28,14993.88,17.04283,-1
15213.42,14988.26,-8.539115,2
15213.59,14992.75,-3.658397,2
15213.09,14987.26,-14.8806,2
15209.72,14985.73,-10.82934,2
15207.71,14990.43,-8.389926,2
15222.71,14986.8,-7.038192,-1
15212.34,14991.36,-22.08825,2
15242.87,15000.25,-12.37665,1
15166.94,14967.7,-11.58816,-1
15161.67,14963.98,4.125338,-1
15224.46,15005.02,10.35641,-1
15241.76,14999.64,13.5394,1
15213.17,14989.4,-8.678934,2
15213.18,14993.65,-4.303901,2
15210.45,14992.91,-1.121706,2
15214.96,15000.03,8.094227,-1
15245.05,15007.42,25.91827,-1
15198.45,14985.96,205.8172,-1
15213.85,14989.58,-0.662874,2
15195.48,14977.58,0.4635228,7
15193.09,14979.19,-6.134679,7
15196.47,14980.82,-9.352362,7
15189.25,14985.1,-12.23835,-1
15238.04,14996.05,-5.292054,1
15237.46,15010.62,-12.0506,1
15225.05,15008.51,-158.811,-1
15245.06,15000.25,8.586515,1
15268.43,14983.88,-20.47492,4
15149.47,14961.77,-1.11714,9
15253.5,15007.42,25.49146,-1
15236.25,15002.81,-0.8255054,1
15235.71,15000.51,-9.081453,1
15238.18,15004,-19.13272,1
15232.98,14998.99,-2.154374,1
15183.68,14967.53,0.4498463,3
15174.3,14961.53,0.4174833,3
15169.77,14962.63,15.50906,-1
15166.49,14964.99,29.81693,-1
15261.76,14984.28,-5.748245,4
15169.11,14945.76,17.03093,-1
15258.24,14997.12,7.877738,-1
15174.29,14964.04,15.28392,3
15155.21,14965.89,-24.74866,9
15154.26,14960.09,-6.94749,9
15236.45,15000.23,3.895239,1
15271.66,14986.68,-27.90326,4
15240.81,15002.06,14.07574,1
15240.85,14996.28,6.436469,1
15154.19,14965.21,-8.524392,9
15154.11,14966.83,-8.480898,9
15160.55,14956.03,-3.122243,-1
15239.9,15007.11,-26.26085,1
15173.61,14956.28,11.79298,3
15236.14,15000.17,-9.330716,1
15235.05,15004.26,-15.68161,1
15209.57,15016.82,84.06405,-1
15237.85,15019.24,-17.43772,-1
15163.83,14962.84,-18.0983,-1
15158.54,14968.85,-12.06656,9
15158,14961.49,-22.38502,9
15198.14,15015.34,9.791902,-1
15266.66,14987.59,-13.26247,4
15266.06,14990.6,-23.61378,4
15163.97,14962.07,11.40944,-1
15197.31,14970.97,57.1562,-1
15180.37,14974.92,18.64577,-1
15207.75,14994.65,-9.741189,2
15213.54,14980.79,-15.3774,2
15255.91,14981.8,-1.351692,4
15242.67,14998.56,5.909897,1
15265.77,14980.62,-99.48096,-1
15236.44,14992.31,20.25493,-1
15209.66,15025.96,17.70376,-1
15165.34,14957.22,-18.33929,-1
15162.4,14966.6,-15.42661,9
15153.8,14959.82,-18.79644,9
15133.7,14954.61,48.8191,-1
15197.97,14945.51,43.13666,-1
15143.08,14920.75,43.93417,-1
15167.3,14930.31,2.015439,-1
15170.58,14924.51,-33.09984,-1
15165.57,14929.85,-19.41603,6
15164.77,14926.62,-17.8602,6
15165.54,14926.27,-11.25978,6
15167.52,14920.59,-53.51254,-1
15204.22,14992.48,9.694265,8
15193.15,14980.99,79.21783,-1
15201.31,14980.62,67.96334,-1
15177.08,14969.09,15.82953,3
15175.21,14966.27,-17.21388,3
15177.79,14965.89,-4.802672,3
15178.83,14962.62,-10.77557,3
15174.88,14967.56,-19.25835,3
15173.52,14968.37,-3.520207,3
15170.31,14960.69,-0.01703033,3
15173.66,14963.75,0.04580676,3
15199.12,14979.68,-8.102559,7
15207.74,14962.81,26.38043,-1
15215.32,15027.54,57.70227,-1
15266.84,14979.46,-15.18351,4
15175.05,14954.6,20.5204,-1
15159.07,14945.94,160.3904,-1
15208.18,14991.45,-5.499008,2
15243.06,15004.28,89.64992,-1
15221.78,14997.07,53.79836,-1
15198.93,14977.07,10.56788,-1
15206.38,14991.44,149.9754,-1
15237.71,14996,8.982745,1
15232.92,14998.43,-21.26509,1
15248.35,15002.11,-1.313009,1
15240.79,15001.75,-0.4609942,1
15242.45,15007.35,1.357955,1
15245.51,14978.91,21.06168,-1
15255.72,14979.82,-17.42865,4
15263.05,14979.01,14.1514,-1
15181.58,14961.93,-35.82025,-1
15152.16,14965.33,-18.04307,9
15172.44,14962.81,22.75128,-1
15221.91,14990.82,5.620156,2
15142.01,14952.32,113.5468,-1
15181.19,14976.11,76.23514,-1
15218.01,14986.03,-0.3815263,2
15218.2,15002.06,64.9572,-1
15266.7,14985.65,-30.87669,4
15258.65,14984.02,-22.01496,4
15211.85,14988.96,-3.232274,2
15208.87,14998.64,2.889092,2
15213.94,14992.88,-22.98106,-1
15182.57,14973.63,-4.371621,3
15238.41,14962.53,125.6067,-1
15261.01,14982.76,-21.58876,4
15255.91,14980.86,5.619167,-1
15255.53,14982.36,-4.452754,4
15258.06,14978.03,-11.14494,4
15194.61,14986.14,10.49547,7
15205.48,14988.28,54.77081,-1
15210.5,14991.49,-15.64395,2
15219.29,14999.96,16.13352,-1
15149.27,14959.93,-17.88748,9
15240.66,15000.95,2.551394,1
15240.33,15001.65,51.55267,-1
15191.72,14969.97,-3.77532,7
15186.33,14976.66,7.228338,7
15191.16,14985.58,6.976855,7
15216.79,14989.79,-13.27622,2
15216.1,14988.89,-4.258165,2
15221.65,14989.09,15.83573,-1
15249.23,15005.67,26.44089,-1
15166.39,14924.28,-4.630873,6
15211.92,14927.66,-169.15,-1
15135.33,14961.95,-27.56734,-1
15250.18,15017.53,116.6044,-1
15237.21,15015.37,-3.048981,-1
15232.61,15008.37,19.07613,1
15230.25,15002.81,-5.376875,1
15258.7,14975.95,20.46453,-1
15261.93,14972.39,-22.69334,-1
15151.91,14960.53,2.626573,9
15256.22,14982.27,6.884161,-1
15256.57,14979.89,-11.03464,4
15257.22,14984.05,-5.997572,4
15186.61,14916.39,203.9453,-1
15222.06,14991.13,70.56612,-1
15226.27,14946.08,192.6362,-1
15242.5,14999.1,-11.22155,1
15189.35,14968.74,22.42858,-1
15180.47,14970.49,-8.751037,3
15181.22,14964.97,16.23185,3
15182.94,14967.23,24.29696,-1
15158.66,14922.47,-13.86481,6
15163.13,14927.05,-27.61631,6
15193.29,14981.83,-28.90471,-1
15180.05,14979.59,-2.640917,3
15236.55,14997.04,5.518161,1
15236.04,15000.16,-8.586805,1
15236.81,15007.08,-11.61879,1
15145.61,14959.86,0.482469,9
15161.17,14962.51,15.56176,-1
15211.63,14989.38,5.699905,2
15211.52,14993.85,4.67912,2
15260.88,15004.07,66.23287,-1
15239.85,15009.14,46.81665,-1
15210.52,14990.66,-16.07526,2
15267.39,15003.87,80.38052,-1
15187.36,14959.49,-14.13084,-1
15263.3,14983.85,-15.9204,4
15265.57,14985.33,-4.281653,4
15262.93,14987.75,-24.64127,4
15261.97,14992.81,-3.993068,4
15259.84,14992.35,5.372959,-1
15154.61,14956.24,9.859656,-1
15240.76,15002.58,-11.74682,1
15238.75,15006.47,-10.33795,1
15236.65,15000.1,-7.204071,1
15243.63,14999.96,-7.656281,1
15160.8,14923.74,-14.65626,6
15260.2,14955.18,-70.72583,-1
15190.84,14989.26,43.78613,-1
15210.49,14981.97,15.85841,-1
15221.63,15000.84,-27.25852,-1
15240.67,14995.03,32.622,-1
15253.72,15004.16,-17.74841,-1
15265.45,14987.82,37.00758,-1
15243.1,14990.48,-2.440371,-1
15249.55,14985.82,26.26529,-1
15185.83,14978.37,49.42257,-1
15178.54,14971.65,-0.04429127,3
15243.68,15003.97,-22.8897,1
15258.64,14982.96,-16.28229,4
15262.23,14970.81,-59.78854,-1
15252.3,15003.96,5.896101,-1
15241.39,15008.46,14.78133,1
15246.29,15009.1,-4.188034,1
15249.38,15007.82,-25.7452,-1
15148.45,14952.72,52.41988,-1
15147.14,14951.46,73.83,-1
15154.88,14950.54,201.0358,-1
15231.51,14982.47,-2.100722,-1
15144.37,14954.98,36.5536,-1
15156.49,14953.47,42.28379,-1
15157.9,14955.65,12.93289,-1
15187.62,14974.76,-14.13628,-1
15157.98,14964.02,-9.955135,9
15225.1,15005.14,29.8907,-1
15265.23,14986.96,-50.10548,-1
15173.64,14963.35,-9.196429,3
15242.5,15003.29,19.39,1
15241.08,15005.94,-10.46803,1
15161.8,14922.19,-19.65319,6
15151.22,14926.56,10.29277,-1
15151.26,14961.06,2.984743,9
15154.9,14966.5,-7.860403,9
15153.94,14969.48,-26.17529,9
15155.91,14966.03,-5.86791,9
15152.98,14964.24,-32.12304,9
15230.68,14987.51,82.97534,-1
15186.28,14981.27,7.167863,7
15203.72,14994.53,-5.099598,2
15232.16,15014.1,-6.235909,-1
15254.42,14978.26,-3.234293,4
15223.94,15038.19,-219.7415,-1
15249.35,14974.69,89.07906,-1
15179.69,14913.83,224.1166,-1
15152.25,14967.58,-13.07423,9
15152.24,14963.78,-21.71316,9
15194.06,14982.29,5.277101,7
15200.56,14988.61,4.710968,8
15255.79,15007.58,2.183941,-1
15226.97,14996.85,-2.082844,1
15238.85,15002.5,-13.50076,1
15238.26,15005.25,1.339687,1
15237.52,15005.73,-7.593315,1
15235.28,15002.1,-21.16912,1
15236.99,15006.91,-19.05616,1
15249.34,14986.49,-1.504215,-1
15189.67,14946.47,209.2392,-1
15257.58,15017.36,148.21,-1
15261.36,15018.5,148.2264,-1
15231.87,14981.4,237.0651,-1
15230.3,15011.59,100.6423,-1
15256.6,14996.8,-0.3111745,-1
15265.09,14960.44,-22.52257,-1
15162.71,14960.92,43.16514,-1
15190.38,14972.23,3.520857,7
15188.56,14975.4,22.81456,-1
15251.56,14968.48,-189.2508,-1
15164.15,14952.39,-34.63064,-1
15167.84,14955.21,-42.16471,-1
15163.75,14957.89,-26.71866,-1
15157.39,14969.82,-4.224781,9
15154.27,14963.99,-0.5023308,9
15156.46,14965.17,-8.360713,9
15156.63,14978.25,9.39302,-1
15217.83,14991.39,1.476418,2
15232.36,14997.95,-2.012753,1
15211.49,14999.45,0.5637192,2
15233.73,15008.52,41.46862,-1
15199.4,14976.29,-5.472691,7
15162.2,14924.67,-20.55634,6
15157.59,14922.75,-31.78484,5
15161.49,14909.92,-44.51664,-1
15174.04,14928.74,15.40306,-1
15237.27,15006.23,-3.80923,1
15239.02,15006.25,11.25711,1
15196.16,14981.72,-17.16081,-1
15196.5,14974.78,-18.4303,-1
15255.93,14983.39,-2.11774,4
15261.99,14985.9,-18.703,4
15263.56,14984.01,-30.48485,4
15268.88,14985.72,-16.22863,4
15262.61,14986.43,-23.54477,4
15262.35,14980.61,-19.9145,4
15260.18,14985.43,-17.04852,4
15141.74,14965.93,1.433881,9
15147.89,14965.52,-29.39659,9
15192.23,14983.11,-19.77106,-1
15265.62,14982.64,-12.9737,4
