x(nm),y(nm),z(nm),cluster label (-1 is noise)
10328.93,18753.06,38.89983,4
10329.47,18760.11,53.64875,4
10321.13,18750.84,50.63379,-1
10314.48,18773.13,41.54726,4
10313.81,18780.01,56.72531,4
10332.24,18757.96,41.43185,4
10327.2,18759.79,53.91728,4
10329.16,18762.46,50.27246,4
10329.48,18760.6,41.75886,4
10361.12,18757.76,26.99947,3
10359.28,18754.52,50.68257,3
10362.15,18757,65.56907,-1
10370.17,18752.21,50.18753,3
10376.92,18763.99,57.92893,-1
10280.13,18780.27,-7.609769,-1
10301.38,18798.58,85.35855,-1
10311.62,18770.09,48.91476,4
10310.56,18777.92,48.46824,4
10315.67,18773.3,50.12908,4
10312.18,18780.89,74.76312,-1
10368.89,18757.9,47.7643,3
10317.66,18743.49,57.82558,-1
10320.74,18756.83,66.78278,-1
10314.22,18772.23,40.71755,4
10316.24,18771.54,47.35433,4
10313.9,18774.06,41.39423,4
10309.41,18773.67,49.65334,4
10312.64,18770.11,40.90832,4
10310.5,18769.47,54.51587,4
10314.16,18767.5,65.94064,4
10310.08,18776.3,53.55623,4
10376.16,18755.61,13.84411,-1
10368.18,18758.25,34.54321,3
10367.17,18755.16,41.88316,3
10366.21,18755.25,34.34038,3
10369.99,18751.36,42.8117,3
10366.59,18761.21,92.43842,-1
10394.67,18737.8,70.68687,5
10394.95,18745.76,58.51659,5
10394.17,18750.73,54.95983,5
10392.45,18755.71,26.96475,-1
10396.55,18741.32,45.51744,5
10395.97,18742.72,33.24223,5
10398.36,18745.59,53.96259,5
10397.42,18743.1,66.43623,5
10389.83,18743.4,63.67614,5
10399.8,18746.45,87.59921,-1
10308.23,18777.27,46.28373,4
10314.27,18777.81,55.31437,4
10311.06,18772.56,44.97012,4
10318.55,18773.98,54.28545,4
10314.25,18771.07,46.31135,4
10302.75,18789.99,93.34752,-1
10312.92,18773.79,29.879,4
10312.48,18773.07,55.28391,4
10315.19,18772.64,67.92446,4
10312.54,18773.61,43.35779,4
10288.96,18773.04,6.759859,1
10319.81,18772.94,58.24839,4
10320.63,18778.8,60.8816,4
10310.44,18775.48,41.87476,4
10316.26,18774.16,44.34543,4
10316.91,18778.18,63.16064,4
10310.12,18778.95,78.19215,-1
10315.99,18778.53,52.8367,4
10395.09,18737.18,90.96754,-1
10389.2,18749.26,51.52232,5
10284.37,18766.14,28.00845,1
10390.92,18749.13,-16.76744,-1
10399.07,18752.88,72.04325,-1
10396.96,18748.6,103.7051,-1
10395.2,18742.49,68.2296,5
10397.26,18741.56,75.31698,5
10397.07,18748.64,59.61143,5
10393.35,18739.44,44.00471,5
10386.54,18764.52,36.97895,-1
10325.86,18757.46,40.11647,4
10331.31,18762.84,60.75647,4
10334.9,18757.71,53.50676,4
10308.17,18773.46,43.63121,4
10291.14,18759.27,-15.47705,-1
10291.54,18773.11,32.2058,7
10390,18752.65,78.84543,-1
10391.11,18751.37,68.97807,5
10393.23,18753.88,74.81417,5
10398.28,18744.44,22.07835,-1
10314.66,18771.76,59.89416,4
10312.6,18771.04,56.36431,4
10316.3,18770.54,55.90516,4
10313.65,18772.96,54.47534,4
10315.77,18765.43,67.14022,4
10320.73,18775.03,60.75813,4
10392.25,18750.71,59.85571,5
10372.74,18751.39,36.5832,3
10329.09,18760.22,44.60986,4
10323.97,18761.24,74.03087,-1
10330.02,18764.43,26.34551,4
10323.02,18757.45,60.77077,4
10398.22,18738.68,105.0476,-1
10401.54,18750.04,70.04639,5
10394.38,18749.34,86.99075,-1
10311.64,18772.69,46.64138,4
10316.94,18775.33,48.64833,4
10315.04,18770.95,32.34732,4
10312.85,18770.07,43.43772,4
10318.42,18776.62,44.49554,4
10399.64,18744.44,139.5314,-1
10396.79,18739.73,53.05716,5
10397.1,18739.09,63.34386,5
10384.4,18770.56,31.76432,6
10392.06,18780.63,58.42971,-1
10327.59,18780.62,46.11227,-1
10332.79,18762.04,36.43893,4
10336.01,18754.45,46.06796,4
10313.79,18758.45,63.60676,-1
10329.72,18762.2,46.77187,4
10289.47,18764.26,10.21846,1
10289.82,18769.95,9.754231,1
10387.8,18694.15,9.360969,-1
10387.59,18689.99,8.824224,-1
10389.8,18694.57,12.77061,-1
10389.85,18703.01,12.96733,-1
10382.2,18711.4,21.12993,2
10378.67,18709.87,21.23006,2
10385.48,18714.77,38.86274,-1
10390.01,18708.35,34.07859,-1
10376.99,18709.4,0.8448112,2
10379.3,18717.25,24.62144,2
10334.98,18760.33,43.16056,4
10329.95,18752.83,44.87766,4
10326.06,18755.43,54.74945,4
10366.59,18780.21,70.10992,-1
10373.87,18760.66,42.69482,3
10368.71,18761.88,52.86559,3
10367.9,18759.1,55.82674,3
10381.93,18767.22,47.97408,3
10365.77,18761.79,55.3593,3
10365.42,18760.79,50.306,3
10367.99,18759.32,38.21865,3
10370.29,18776.78,95.39515,-1
10313.25,18769.58,64.09215,4
10315.7,18774.63,39.32173,4
10373.62,18745.78,43.78925,-1
10313.77,18776.47,39.2757,4
10319.91,18776.61,53.58079,4
10367.71,18758.37,50.00852,3
10367.43,18757.34,58.63906,3
10305.92,18772.85,53.54679,4
10371.74,18756.06,63.96037,-1
10371.24,18749,58.42532,3
10389.08,18740.15,97.94433,-1
10392.4,18741.33,67.79893,5
10369.38,18751.37,38.66557,3
10320.74,18768.97,36.84018,4
10325.02,18773.13,50.97977,4
10318.87,18766.58,60.22925,4
10371.67,18758.62,29.18302,3
10304.87,18767.05,90.79147,-1
10317.91,18780.18,42.05697,4
10290.32,18763.99,-16.578,-1
10281.37,18763.04,127.9443,-1
10388.91,18747.52,56.19318,5
10392.02,18730.21,91.43346,-1
10390.88,18742.05,56.21773,5
10397.52,18739.15,79.0839,5
10391.22,18749.36,38.15791,5
10393.54,18747.53,37.18377,5
10396.33,18748.34,60.30522,5
10394.25,18744.67,39.23345,5
10398.31,18742.77,38.63216,5
10400.32,18734.01,56.97419,5
10367.7,18759.69,92.12961,-1
10381.24,18757.09,38.20507,-1
10312.83,18768.85,52.86949,4
10380.21,18740.63,135.022,-1
10312.78,18767.46,41.226,4
10313.97,18773.04,54.65454,4
10405.44,18781.82,80.45526,-1
10386.08,18771.86,38.39521,8
10366.42,18747.84,41.86275,3
10405.86,18738.04,47.90239,-1
10399.81,18742.2,64.84304,5
10329.22,18764.76,67.29013,4
10328.99,18754.05,38.71419,4
10316.42,18765.38,60.84708,4
10325.78,18758.43,15.34998,-1
